Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE17,OUT018,59.471886
NCN30,OUT017,38.00965
FDT50,OUT046,39.50252
NCX42,OUT049,66.12211
FDJ12,OUT035,83.47776
NCA18,OUT027,48.097477
FDP23,OUT019,87.65228
FDX12,OUT013,97.54475
FDN40,OUT018,60.291756
FDV48,OUT035,31.373007
NCY54,OUT013,69.980064
FDL16,OUT010,17.82005
FDR45,OUT018,95.076096
FDJ52,OUT046,65.07064
DRG01,OUT017,30.625805
FDP52,OUT013,93.428185
FDU58,OUT017,74.65546
FDL02,OUT045,42.1461
FDG28,OUT013,98.915085
FDA19,OUT035,51.841286
FDW46,OUT027,27.404463
NCD43,OUT049,41.7853
DRG39,OUT013,21.289284
NCF55,OUT049,14.612937
FDJ07,OUT046,47.80157
FDE08,OUT046,60.302383
FDP56,OUT019,19.92685
FDT45,OUT045,21.20891
FDF17,OUT018,77.21809
FDX44,OUT046,35.545506
FDM28,OUT027,73.2185
FDI36,OUT049,79.65823
FDS07,OUT045,46.27257
FDD36,OUT045,47.2403
FDW11,OUT046,24.439327
FDN40,OUT049,62.42427
NCQ18,OUT049,39.38121
NCQ54,OUT017,66.31076
NCS42,OUT045,36.908195
DRH39,OUT010,29.706173
FDC09,OUT027,42.536797
FDT08,OUT010,60.064342
FDC08,OUT035,90.159935
FDT20,OUT017,14.711341
FDS35,OUT035,25.783482
FDX58,OUT018,71.89445
FDW58,OUT046,42.465794
DRD27,OUT046,39.966236
FDH32,OUT019,39.39083
FDS26,OUT035,105.10449
FDQ31,OUT046,35.367012
FDP11,OUT018,86.75361
FDD58,OUT017,39.699844
FDM33,OUT045,87.51171
FDZ16,OUT049,78.62883
NCS29,OUT010,105.84806
NCM18,OUT019,24.181015
FDP11,OUT049,88.175575
NCC42,OUT017,56.307133
DRM23,OUT046,69.53947
NCN55,OUT027,97.135574
FDK46,OUT013,104.51179
FDR01,OUT046,80.252304
NCA05,OUT045,60.098278
NCP43,OUT017,70.91965
FDR12,OUT010,67.975075
FDQ01,OUT013,103.49247
FDM13,OUT046,53.138687
FDQ19,OUT017,97.19973
FDK56,OUT019,75.0505
NCX06,OUT010,72.76997
FDO56,OUT027,48.667473
FDU45,OUT045,45.15657
FDI16,OUT019,22.108505
FDL32,OUT046,45.532055
FDA07,OUT046,50.02094
FDA14,OUT045,58.965073
FDV46,OUT027,57.13356
NCO07,OUT035,85.49469
NCP41,OUT046,42.63056
FDY60,OUT018,55.828056
FDN38,OUT017,100.44745
FDO15,OUT046,30.130398
FDT60,OUT013,49.857986
FDA55,OUT035,89.86931
FDE02,OUT010,37.703022
DRJ39,OUT049,88.75637
FDV34,OUT035,30.014397
FDS20,OUT027,75.011246
FDF02,OUT027,42.145172
FDW40,OUT017,57.122086
NCB43,OUT046,75.03675
FDR58,OUT017,36.279053
DRJ59,OUT035,16.11483
NCD30,OUT017,39.15454
FDE14,OUT017,38.901093
FDC28,OUT018,42.306084
FDU16,OUT018,32.46014
NCD19,OUT035,22.582008
FDU21,OUT046,14.530933
FDV59,OUT027,88.259514
FDU03,OUT045,72.920746
FDC33,OUT010,79.38067
NCR42,OUT035,14.086294
DRH59,OUT035,30.331306
NCM31,OUT035,57.40691
FDS50,OUT035,89.01337
FDP39,OUT046,21.16272
FDQ55,OUT013,47.594154
FDV36,OUT019,50.313732
FDI05,OUT027,31.61558
FDS45,OUT027,43.966125
FDA39,OUT045,15.694649
FDC37,OUT010,42.91799
FDJ60,OUT027,67.83836
DRQ35,OUT046,49.729298
NCJ06,OUT046,48.18393
NCY42,OUT018,57.051044
DRM37,OUT049,79.015594
FDR14,OUT045,20.809671
FDE51,OUT049,18.068422
FDT33,OUT017,66.622375
FDR08,OUT013,45.682053
FDE36,OUT010,65.23599
FDL22,OUT019,36.401592
FDR44,OUT013,53.843678
FDI56,OUT019,36.09258
FDE47,OUT010,50.292633
FDV27,OUT010,35.636234
FDV10,OUT049,17.033346
FDC40,OUT045,31.36382
NCX41,OUT013,85.25884
NCQ38,OUT027,43.073135
FDV12,OUT027,41.238117
FDE52,OUT017,35.10747
FDG20,OUT027,72.04534
FDV16,OUT027,14.413515
FDI32,OUT017,45.348206
FDJ32,OUT049,24.96952
FDN39,OUT018,66.71996
FDY34,OUT017,66.81433
FDC14,OUT035,16.42783
FDA55,OUT017,89.642685
FDZ50,OUT010,72.599304
DRG13,OUT049,66.48214
FDP01,OUT013,61.995502
NCG54,OUT017,68.9345
FDM13,OUT045,53.21167
NCO18,OUT027,72.82095
NCW41,OUT013,63.44258
FDM52,OUT027,60.4361
NCF55,OUT035,14.219484
FDT09,OUT046,52.950676
NCM19,OUT035,44.46307
FDW12,OUT018,57.900566
FDP15,OUT019,103.2523
FDK36,OUT045,19.544481
FDZ25,OUT035,68.8412
NCW06,OUT049,77.73926
FDW60,OUT046,72.110855
DRC49,OUT013,59.312645
NCT17,OUT035,76.13607
NCN06,OUT018,65.039185
FDC45,OUT013,69.19445
DRJ47,OUT019,69.27959
NCF06,OUT045,103.92654
FDE21,OUT010,46.581787
DRG27,OUT013,16.995417
FDW40,OUT049,57.043186
NCO53,OUT046,74.37791
FDE23,OUT049,17.786907
FDQ16,OUT046,43.609344
FDS26,OUT045,103.98128
FDZ13,OUT010,18.901016
FDS14,OUT049,63.11875
FDC10,OUT045,47.893997
FDY16,OUT049,74.29624
FDJ20,OUT035,50.21111
FDV43,OUT035,16.8762
FDZ32,OUT027,43.45237
FDR23,OUT046,70.351006
FDN24,OUT035,21.050386
FDE34,OUT027,74.494896
FDU31,OUT013,88.46777
FDW33,OUT018,41.974922
FDU26,OUT046,47.246773
FDE20,OUT027,69.198
NCW05,OUT035,42.29444
FDB22,OUT018,59.83111
FDO56,OUT046,46.989525
FDA19,OUT027,53.0409
DRI39,OUT045,22.483374
FDH52,OUT018,23.087603
FDZ50,OUT035,73.3587
NCN42,OUT035,58.95588
FDB53,OUT013,60.363045
DRG11,OUT017,43.71688
DRK11,OUT027,60.88296
FDQ60,OUT017,48.915524
FDT36,OUT017,13.329454
DRG25,OUT018,73.3203
DRJ23,OUT046,76.61267
FDG05,OUT035,63.559204
NCK06,OUT018,47.693726
FDU52,OUT017,61.77657
FDW07,OUT018,33.99714
NCM17,OUT045,18.141048
FDA22,OUT045,67.82473
NCA41,OUT018,76.59067
FDF38,OUT035,16.682497
FDH52,OUT046,25.254395
FDY58,OUT019,91.24392
FDZ16,OUT045,78.34052
NCM18,OUT017,24.416334
FDA22,OUT018,65.8181
NCJ43,OUT035,70.94279
FDI34,OUT027,93.63715
FDG56,OUT046,24.664543
FDS34,OUT046,46.453194
DRC01,OUT035,20.535522
FDQ04,OUT035,15.94618
FDK04,OUT035,23.3966
FDT51,OUT049,44.434826
FDV26,OUT017,78.166756
FDS04,OUT049,57.002308
FDW43,OUT018,90.09656
FDQ28,OUT010,61.384003
NCK06,OUT017,48.517284
FDS23,OUT018,51.23067
FDZ36,OUT019,75.79111
FDE56,OUT018,23.659023
FDW10,OUT027,71.27335
NCN14,OUT045,74.327805
NCQ18,OUT045,39.40932
FDW08,OUT017,42.3919
FDU43,OUT035,94.66978
FDR33,OUT010,43.196133
FDM24,OUT010,60.29114
NCZ05,OUT046,41.720215
NCV41,OUT035,45.135643
FDV11,OUT018,68.67034
NCY05,OUT035,14.7598295
FDV44,OUT018,74.58885
FDW32,OUT049,33.84155
NCU18,OUT027,58.438885
NCC43,OUT035,101.0073
FDW19,OUT013,45.288788
FDN31,OUT035,76.896576
FDI48,OUT045,20.303873
FDS24,OUT017,35.477867
FDF46,OUT049,46.614693
DRG23,OUT017,60.787605
FDG14,OUT018,59.468197
NCY30,OUT049,71.99364
FDO28,OUT018,48.00889
DRD24,OUT035,57.243423
FDI33,OUT049,36.11554
FDN32,OUT046,74.59496
FDR16,OUT045,85.674164
FDF26,OUT046,62.110962
NCN29,OUT018,18.422415
FDE20,OUT045,67.76663
FDA46,OUT046,77.462746
FDU28,OUT045,75.3031
FDQ48,OUT045,39.906525
FDV36,OUT013,51.91712
FDR14,OUT018,20.012138
FDP23,OUT017,86.690636
FDP56,OUT013,21.151108
FDK48,OUT010,30.255661
FDR48,OUT046,61.48031
NCY29,OUT049,23.09563
FDM22,OUT018,20.194433
DRJ01,OUT013,66.43211
FDZ43,OUT045,98.07395
FDV03,OUT035,61.842888
FDX11,OUT027,74.00145
NCA41,OUT027,78.90533
FDE38,OUT017,66.82395
FDI27,OUT018,17.206041
FDN32,OUT013,74.22601
NCN43,OUT017,48.381886
FDB47,OUT027,84.30001
FDV03,OUT017,61.82463
NCN30,OUT045,39.353237
NCV54,OUT010,48.02767
FDV07,OUT013,44.947685
FDP07,OUT049,79.55991
FDK48,OUT018,28.422432
FDM15,OUT019,61.124462
FDY19,OUT027,48.167137
FDK46,OUT046,104.487595
FDY11,OUT045,26.760666
FDH09,OUT046,21.071606
FDO08,OUT027,67.5315
FDU14,OUT013,101.171776
FDD22,OUT027,46.30095
FDM27,OUT017,62.736263
FDL02,OUT027,43.592903
NCA17,OUT035,58.975533
FDE38,OUT019,66.547935
NCG07,OUT049,75.95071
DRC27,OUT013,100.07623
FDA27,OUT035,102.136024
FDW40,OUT045,57.048195
DRI11,OUT013,47.31276
FDN50,OUT046,38.118637
FDR12,OUT046,68.978386
FDT34,OUT027,42.906174
FDW11,OUT035,24.594131
NCO30,OUT027,74.828384
FDZ34,OUT017,77.703224
FDU45,OUT017,44.887344
NCD42,OUT035,14.714946
FDX25,OUT045,72.75347
NCR29,OUT046,23.024414
FDX43,OUT019,67.862595
FDB04,OUT010,34.391933
FDR49,OUT027,19.226494
FDS39,OUT018,55.819992
FDW58,OUT045,42.222763
FDG22,OUT019,15.155094
FDG31,OUT017,24.800604
NCV53,OUT027,97.50861
DRJ37,OUT035,60.491634
FDV07,OUT035,44.29344
FDW52,OUT018,65.38927
FDT15,OUT045,74.19302
FDD02,OUT018,46.323837
FDM16,OUT035,29.751505
NCE55,OUT046,70.91285
FDB57,OUT018,87.640015
FDQ04,OUT013,17.95345
FDQ47,OUT019,13.733896
FDY14,OUT019,106.2994
DRK37,OUT017,75.555664
FDO25,OUT017,83.93011
FDL57,OUT046,104.49308
NCK29,OUT018,48.538223
FDK46,OUT027,105.68458
NCB43,OUT010,73.94734
DRE01,OUT027,98.068245
FDC46,OUT018,72.88316
FDQ23,OUT045,42.092148
FDX38,OUT049,20.122953
FDG60,OUT018,93.28729
FDW55,OUT017,98.83033
FDP39,OUT013,20.524523
FDB20,OUT018,30.601307
FDV21,OUT017,50.108566
FDZ02,OUT013,39.776436
FDP19,OUT027,52.689156
FDA38,OUT035,97.38032
FDH22,OUT045,51.078613
DRM11,OUT045,105.22808
FDO12,OUT027,79.27415
FDT14,OUT049,48.503853
FDW34,OUT010,97.296295
FDG04,OUT027,76.64978
FDW59,OUT018,32.903854
FDR33,OUT018,42.741558
FDP32,OUT013,52.697174
FDL13,OUT027,94.509224
FDD22,OUT013,46.386524
FDV40,OUT027,29.571354
NCD55,OUT046,16.756031
FDQ20,OUT010,16.262257
FDD28,OUT045,23.306122
FDC39,OUT045,83.919136
NCR17,OUT049,47.437
DRO35,OUT018,45.55888
FDF40,OUT049,100.08817
FDR31,OUT018,57.023693
NCQ41,OUT017,78.01331
FDP38,OUT046,20.249594
NCU54,OUT027,85.20324
FDG22,OUT018,12.770206
DRK59,OUT013,95.12937
FDC37,OUT046,42.80014
NCO42,OUT013,59.145485
NCT42,OUT017,60.208454
FDX27,OUT035,37.389324
FDV40,OUT018,28.45488
FDT45,OUT027,22.543459
FDS47,OUT019,35.303204
FDR45,OUT035,95.56946
FDB03,OUT045,95.93911
FDO49,OUT035,21.033234
FDU60,OUT027,68.19866
FDB26,OUT018,19.675531
FDB46,OUT017,85.39509
FDQ37,OUT019,78.779144
FDN03,OUT017,99.92639
NCX30,OUT045,99.72877
FDK32,OUT019,61.984524
DRM47,OUT013,78.16418
NCO02,OUT046,27.24989
FDP04,OUT013,26.20844
NCO43,OUT049,40.973103
FDD59,OUT013,33.31538
FDQ10,OUT017,68.50412
FDW45,OUT035,59.271255
NCK30,OUT049,102.67664
FDU31,OUT018,85.15066
NCQ17,OUT019,62.420284
FDN01,OUT017,70.17434
FDZ19,OUT049,70.57145
DRG37,OUT017,62.114044
FDE32,OUT045,14.780867
FDO34,OUT049,67.38033
FDM04,OUT019,20.382162
FDZ25,OUT049,68.6334
FDU08,OUT049,40.047165
NCW30,OUT045,104.037895
NCM18,OUT013,25.026484
FDS22,OUT035,16.699528
NCH18,OUT017,98.03518
FDC23,OUT013,72.25518
FDY46,OUT013,75.41426
NCU06,OUT046,92.27698
FDX57,OUT045,39.333286
FDX36,OUT027,91.25309
FDL16,OUT045,18.615128
FDT16,OUT010,104.277016
FDN16,OUT018,39.971382
FDC03,OUT046,79.11522
DRF60,OUT013,96.754585
FDS27,OUT027,79.537415
FDP33,OUT010,101.67923
FDJ36,OUT018,39.15497
NCR42,OUT013,13.53943
FDV14,OUT017,34.01223
NCP42,OUT035,78.50013
FDB50,OUT027,32.36183
NCC30,OUT027,72.123505
FDA23,OUT018,39.555965
FDW16,OUT017,36.093456
FDQ52,OUT010,98.82905
FDB58,OUT049,57.90742
NCP29,OUT049,26.338308
NCM05,OUT045,106.155594
FDO25,OUT013,85.66566
NCM54,OUT046,51.475735
NCL54,OUT046,69.79399
FDL39,OUT010,72.2095
FDF53,OUT018,70.86052
NCQ42,OUT035,51.135445
FDF58,OUT013,25.584747
FDZ04,OUT035,25.65923
FDE26,OUT019,57.757065
FDS60,OUT017,71.398926
FDV58,OUT017,78.58628
FDM04,OUT045,20.769575
FDE08,OUT035,58.634396
NCB43,OUT049,74.98907
FDU11,OUT010,48.264885
FDF22,OUT019,85.68228
FDE24,OUT013,57.42878
DRJ49,OUT046,53.15353
NCQ53,OUT035,94.412895
NCL41,OUT013,14.70645
FDR22,OUT013,44.95722
FDH04,OUT035,37.179317
DRH15,OUT045,17.614937
FDY40,OUT049,19.600716
NCI17,OUT035,39.490353
NCC18,OUT013,70.3902
FDY28,OUT027,86.02531
FDB45,OUT027,42.613228
NCL30,OUT018,49.60298
FDM10,OUT017,84.74738
FDH22,OUT027,52.290543
NCZ53,OUT017,75.94743
NCI18,OUT013,89.99738
FDH14,OUT027,58.079803
FDR36,OUT027,18.15314
FDW01,OUT045,60.817856
FDK02,OUT027,49.00762
FDJ02,OUT018,57.64291
FDU55,OUT013,105.2136
NCV18,OUT027,34.870464
FDH14,OUT018,54.334724
FDZ37,OUT045,35.80006
FDX49,OUT049,93.741394
NCD43,OUT046,42.395786
FDZ07,OUT013,25.042347
FDK43,OUT035,50.773727
FDR32,OUT018,90.8615
FDT39,OUT013,61.99063
NCV54,OUT017,47.94484
FDF38,OUT018,15.649025
FDV60,OUT046,79.28394
FDH44,OUT027,59.275322
FDS21,OUT046,24.463615
NCL41,OUT045,14.266944
FDM46,OUT017,37.508934
FDU27,OUT045,19.727661
NCJ54,OUT017,93.16509
DRG51,OUT018,65.47909
NCA29,OUT019,68.81597
FDR47,OUT045,77.82963
NCL19,OUT027,57.999416
DRG01,OUT049,30.778048
FDG10,OUT046,23.688526
NCV05,OUT049,61.597076
NCH18,OUT019,98.34335
FDV14,OUT018,33.296078
DRJ23,OUT035,76.24431
DRJ11,OUT046,75.5552
FDZ03,OUT017,74.134605
FDI27,OUT010,17.971066
FDJ14,OUT018,31.747074
FDU32,OUT017,48.118355
FDD47,OUT027,69.80856
DRF36,OUT035,76.35299
FDM21,OUT046,103.652336
FDV10,OUT018,16.291626
FDH60,OUT018,76.68975
FDX47,OUT010,62.490753
FDT19,OUT019,70.46203
FDO11,OUT045,100.8314
FDH24,OUT027,64.35459
FDL02,OUT018,41.804012
FDB02,OUT049,70.97113
FDA43,OUT046,78.78242
FDG52,OUT045,18.528727
DRC12,OUT013,76.80662
FDY37,OUT018,55.688065
NCU18,OUT045,56.775963
FDU09,OUT035,22.665287
DRJ25,OUT027,20.526531
DRE12,OUT018,44.522675
DRL47,OUT017,49.716717
DRK01,OUT046,39.019196
FDC22,OUT019,77.20208
FDG44,OUT013,21.992744
FDW04,OUT035,52.433617
FDK09,OUT049,91.5648
NCN43,OUT035,48.999165
FDG04,OUT049,75.394844
FDH32,OUT010,37.547146
DRI47,OUT017,58.11938
DRE15,OUT013,30.870605
FDY11,OUT035,27.42147
FDO60,OUT049,17.560429
FDQ20,OUT018,15.493068
FDO57,OUT027,65.72371
FDT14,OUT019,48.448494
FDA57,OUT049,15.965607
DRN35,OUT017,14.300422
FDJ03,OUT046,20.382366
FDX28,OUT017,40.42949
DRE25,OUT045,36.659233
FDR09,OUT046,104.48208
FDB23,OUT035,90.578094
FDO08,OUT045,65.8331
FDQ23,OUT049,40.914436
FDW04,OUT013,53.234818
DRK13,OUT010,79.1605
NCL17,OUT027,58.04677
FDY21,OUT035,77.958954
FDJ38,OUT027,76.93531
FDA37,OUT019,51.11431
FDV43,OUT013,18.128105
FDL36,OUT046,36.922398
FDD53,OUT045,16.210752
FDZ19,OUT010,70.52633
FDV21,OUT045,50.551125
NCL54,OUT018,68.29434
DRI47,OUT027,59.056305
DRG03,OUT049,62.77535
FDG21,OUT013,60.797195
FDW03,OUT018,41.04222
NCI55,OUT046,48.74842
DRC36,OUT019,70.995285
FDH22,OUT017,51.3888
FDV20,OUT045,51.108646
NCU41,OUT027,78.48824
FDN46,OUT027,42.766247
FDK50,OUT045,65.122734
NCA05,OUT027,60.307125
DRH01,OUT018,68.3185
FDT08,OUT018,58.748985
FDM08,OUT018,88.784035
FDZ07,OUT035,24.165844
FDS22,OUT017,17.772057
FDV35,OUT027,63.817657
FDI28,OUT010,30.711226
FDW58,OUT027,44.086678
FDT52,OUT045,98.45924
FDY34,OUT046,66.244286
FDR10,OUT046,64.575584
FDK57,OUT017,48.06801
FDR02,OUT027,44.744022
FDX49,OUT046,94.38569
FDQ20,OUT046,16.485447
DRK23,OUT045,101.321236
NCW06,OUT046,77.06432
FDR31,OUT017,58.56906
NCE43,OUT013,68.64777
DRO59,OUT027,31.593597
FDN09,OUT049,98.23333
FDR11,OUT046,65.01121
FDO57,OUT013,65.49776
NCX18,OUT017,78.49492
FDB05,OUT018,98.776886
FDQ08,OUT018,22.981918
NCG43,OUT035,37.498394
FDJ56,OUT013,41.694237
FDA13,OUT010,13.63064
FDO56,OUT017,46.428833
FDB37,OUT018,94.98911
FDZ02,OUT018,37.814144
FDQ24,OUT046,100.42414
FDM16,OUT013,30.518448
FDU35,OUT049,40.3224
FDT35,OUT035,67.58571
NCX30,OUT049,99.426506
FDG04,OUT017,74.72674
FDI12,OUT035,34.743774
FDE35,OUT035,24.299896
NCP14,OUT027,43.46812
NCY53,OUT045,44.009598
FDP49,OUT017,21.914656
FDQ04,OUT017,16.814548
FDM39,OUT035,71.94294
FDO58,OUT019,65.61116
FDC56,OUT017,47.656364
NCQ54,OUT046,67.33251
FDV10,OUT027,17.743608
NCK17,OUT046,16.397633
NCF55,OUT027,15.336908
FDV33,OUT013,105.20818
NCH29,OUT019,38.899464
FDA37,OUT027,51.344578
FDH46,OUT018,39.920074
FDS25,OUT035,44.58616
FDH04,OUT027,36.868607
FDX52,OUT046,77.10903
NCD42,OUT017,14.494852
FDW47,OUT017,48.48436
FDL25,OUT027,38.165966
NCJ06,OUT010,47.65905
FDY09,OUT013,70.42355
FDS40,OUT046,14.886217
FDH41,OUT017,85.9908
FDG38,OUT035,34.217094
FDU03,OUT027,73.54781
FDV20,OUT046,51.379402
DRB13,OUT045,76.81742
NCQ30,OUT013,49.231052
NCH06,OUT013,99.23818
FDU50,OUT018,44.310616
NCO42,OUT019,58.676437
FDW09,OUT018,30.937141
FDH04,OUT013,37.335785
FDC21,OUT045,43.210663
FDL21,OUT049,16.183802
FDM46,OUT010,37.27323
FDT22,OUT019,24.28062
FDB28,OUT035,79.75572
FDI12,OUT018,34.448536
FDA28,OUT045,50.591965
FDF59,OUT013,52.0848
FDM45,OUT027,50.035187
FDQ56,OUT017,33.202595
FDR46,OUT049,58.680626
FDT01,OUT013,86.06996
FDD16,OUT027,30.738749
NCU30,OUT010,64.54106
FDM40,OUT010,57.303905
FDI56,OUT035,37.528706
NCS30,OUT013,52.23947
FDU08,OUT017,39.39795
FDX51,OUT027,79.38913
FDA43,OUT045,78.96462
FDX59,OUT010,12.953568
FDC37,OUT018,41.30272
FDP58,OUT013,88.72619
NCY42,OUT035,57.379417
FDF21,OUT018,74.943436
FDU10,OUT027,15.984583
DRL47,OUT018,48.740707
FDA58,OUT018,94.17827
FDJ22,OUT049,77.35846
FDK50,OUT046,64.81573
FDO38,OUT035,31.1787
DRF60,OUT035,96.27155
NCZ42,OUT019,95.2816
FDD35,OUT049,47.91883
FDL25,OUT045,37.453987
FDJ16,OUT013,23.63678
DRK59,OUT049,94.6233
FDI50,OUT046,93.08555
NCB19,OUT045,35.237186
DRI37,OUT035,23.951061
FDA14,OUT027,60.33759
FDC08,OUT018,89.943275
FDS45,OUT046,42.494656
FDI21,OUT049,25.878214
DRJ47,OUT035,69.8464
DRE37,OUT027,76.94399
FDT55,OUT018,62.21356
NCG42,OUT027,52.82248
FDA31,OUT049,69.08002
NCW42,OUT046,89.19291
FDF50,OUT017,78.14732
FDK56,OUT049,75.24137
FDX10,OUT035,14.974452
NCK07,OUT027,66.61822
FDZ49,OUT017,88.71937
FDR33,OUT013,44.52488
FDO44,OUT018,43.28208
FDA20,OUT046,75.31934
NCL30,OUT045,51.176746
FDI05,OUT019,30.015007
FDQ12,OUT018,90.408966
FDH47,OUT017,38.0726
FDH34,OUT018,73.45528
FDF29,OUT046,52.9523
FDG40,OUT018,12.640187
NCE18,OUT017,99.617645
FDP21,OUT010,75.67017
FDY50,OUT013,36.470955
FDB36,OUT049,52.34436
NCZ29,OUT049,51.225403
FDU20,OUT018,46.386314
FDO56,OUT013,48.130188
FDW31,OUT049,79.62893
DRH59,OUT013,30.791523
NCB30,OUT017,78.79836
FDK43,OUT027,52.277344
FDW43,OUT045,91.7851
NCL19,OUT017,56.206154
FDJ27,OUT046,40.353157
FDC45,OUT046,68.290016
FDY40,OUT035,20.421345
NCM41,OUT035,36.777786
NCK18,OUT019,66.45202
FDP37,OUT049,52.185387
FDA27,OUT027,103.63224
NCX30,OUT035,99.12966
FDR09,OUT017,102.47297
FDG08,OUT027,70.34075
NCU30,OUT013,67.17289
FDB16,OUT017,35.016434
FDM16,OUT017,29.356522
FDC48,OUT013,33.48005
NCF18,OUT046,76.32379
FDU46,OUT018,33.820286
FDH41,OUT018,84.92438
NCN42,OUT010,57.777878
FDU49,OUT046,35.410465
FDB20,OUT027,32.048103
FDG50,OUT019,36.148537
FDW20,OUT045,48.739105
NCO55,OUT049,44.04843
FDX48,OUT046,62.189148
FDU48,OUT046,53.31152
FDR48,OUT019,61.38279
FDK27,OUT013,50.082306
FDT35,OUT013,67.227905
FDN12,OUT049,44.17526
NCE31,OUT019,14.268604
FDL21,OUT017,16.096611
FDV56,OUT017,42.43113
FDR16,OUT017,85.96841
NCP41,OUT049,43.830532
FDJ27,OUT013,41.375023
FDA07,OUT017,49.006
FDK55,OUT049,35.67572
FDM33,OUT049,88.686516
FDY46,OUT046,75.10175
FDD36,OUT046,47.51359
FDB12,OUT027,41.770607
FDF28,OUT019,50.8759
NCE07,OUT019,57.9157
FDW50,OUT027,67.281265
NCW18,OUT017,94.47898
NCJ17,OUT019,34.477283
DRZ24,OUT010,48.091106
FDS07,OUT035,46.1734
NCW05,OUT010,42.51706
FDZ22,OUT018,32.284203
FDK02,OUT046,47.667633
FDZ45,OUT027,79.942184
FDL25,OUT046,37.043404
FDS08,OUT045,70.73232
NCZ42,OUT027,95.60695
FDX57,OUT035,38.78992
FDF21,OUT046,76.53049
FDJ56,OUT018,38.425507
FDX10,OUT013,15.412816
DRG48,OUT035,58.52914
DRN37,OUT046,67.58862
NCY41,OUT018,12.808702
FDN28,OUT045,41.804386
FDE34,OUT045,72.95452
FDR10,OUT045,65.61438
FDC32,OUT017,36.732376
DRG13,OUT046,66.168884
FDP59,OUT049,42.049603
NCT53,OUT010,66.38431
FDL57,OUT027,104.37394
FDN32,OUT010,73.754974
FDK09,OUT018,89.89915
FDA52,OUT010,71.069695
FDC57,OUT049,77.55319
FDI09,OUT035,95.79141
NCB07,OUT046,79.48996
FDP26,OUT035,41.527153
FDP40,OUT027,45.906174
FDL15,OUT013,61.42798
FDV07,OUT046,45.029736
FDS03,OUT017,25.943104
FDE50,OUT049,74.63355
FDQ15,OUT017,31.254547
FDQ33,OUT010,59.889458
FDT22,OUT013,23.866062
DRO35,OUT035,47.111256
FDJ41,OUT049,105.28877
FDQ27,OUT035,42.358562
FDC26,OUT017,44.792496
NCF43,OUT027,58.395622
NCR50,OUT035,61.24028
FDE39,OUT018,46.97699
FDN49,OUT027,16.912172
DRG11,OUT035,43.373707
NCA18,OUT049,47.30186
FDM36,OUT018,67.81321
FDW32,OUT017,33.846565
NCQ18,OUT010,39.051685
FDX14,OUT027,31.329727
FDD46,OUT017,60.94339
FDI34,OUT019,93.58413
NCJ17,OUT035,34.37481
FDB52,OUT035,102.99084
FDV55,OUT018,56.317986
FDC57,OUT046,76.95941
FDB29,OUT046,46.37651
NCO43,OUT035,40.431553
FDG44,OUT045,21.351898
FDJ34,OUT045,50.819214
FDH40,OUT049,33.270885
NCD07,OUT027,45.872528
FDB41,OUT017,17.944622
FDH47,OUT018,37.211353
DRK37,OUT035,76.26328
FDM25,OUT019,71.35233
NCX06,OUT045,73.07784
NCS05,OUT017,53.015438
FDS39,OUT045,57.299072
FDC47,OUT027,91.96237
FDG20,OUT013,72.28965
DRL23,OUT017,42.16475
FDY33,OUT013,64.29777
NCH18,OUT045,97.9419
FDX47,OUT035,62.565254
NCB06,OUT045,63.766922
FDP36,OUT049,20.10975
FDW44,OUT018,67.961
NCU41,OUT018,75.59258
NCS17,OUT046,38.673462
FDD46,OUT035,62.609974
FDE45,OUT017,70.830956
FDI09,OUT017,95.20434
NCJ54,OUT010,93.56375
NCA29,OUT018,67.924126
NCN41,OUT027,50.251316
FDY34,OUT035,65.99776
NCG55,OUT035,46.513153
DRM49,OUT046,18.32885
NCB42,OUT049,46.60845
FDE58,OUT045,46.698647
DRJ25,OUT013,20.798645
FDS47,OUT010,34.25117
FDY21,OUT049,79.644646
NCI54,OUT013,45.277405
FDO24,OUT017,63.09481
FDY43,OUT035,67.698494
FDF35,OUT018,41.62069
NCP29,OUT019,25.676685
FDN28,OUT027,41.752537
FDJ50,OUT018,19.836939
FDQ14,OUT027,61.51895
FDC37,OUT035,43.280045
FDN08,OUT046,48.096195
FDD04,OUT035,56.832962
FDW34,OUT018,96.54908
FDP04,OUT017,25.710407
NCG07,OUT017,74.95578
NCN14,OUT018,72.52652
FDJ16,OUT045,23.409056
NCM42,OUT045,43.96817
NCF19,OUT046,20.05965
FDY21,OUT018,77.668976
FDY19,OUT035,46.369587
FDV09,OUT045,60.18048
FDA28,OUT013,51.26741
FDC38,OUT018,52.22322
FDL28,OUT045,92.503334
NCH43,OUT049,87.42814
NCN53,OUT045,13.930429
NCW05,OUT017,42.86046
NCO30,OUT018,73.12719
FDT04,OUT019,15.032642
FDB27,OUT018,77.73337
NCK07,OUT013,67.59747
NCA53,OUT013,20.020163
FDB33,OUT018,62.885967
FDU37,OUT017,31.573212
FDR13,OUT035,46.323154
FDE45,OUT049,71.65694
FDV37,OUT017,78.2044
FDX44,OUT019,36.306366
NCL06,OUT017,104.39213
FDJ28,OUT045,76.42042
FDX55,OUT049,87.88009
NCK17,OUT018,15.213872
FDH52,OUT035,25.071249
FDN13,OUT027,41.26268
FDK44,OUT018,67.56797
FDU16,OUT046,32.968025
FDZ07,OUT017,23.612976
